"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"4850",2016,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",709200,"lt"
"4856",2016,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",724000,"lt"
"4862",2016,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",276900,"lu"
"4868",2016,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",151100,"lu"
"4874",2016,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",125800,"lu"
"4880",2016,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4543200,"hu"
"4886",2016,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2464700,"hu"
"4892",2016,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",2078500,"hu"
"4898",2016,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",214700,"mt"
"4904",2016,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",128900,"mt"
"4910",2016,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",85800,"mt"
"4916",2016,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8753700,"nl"
"4922",2016,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4644900,"nl"
"4928",2016,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4108800,"nl"
"4934",2016,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4412300,"at"
"4940",2016,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2340400,"at"
"4946",2016,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",2071900,"at"
"4952",2016,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",16960900,"pl"
"4958",2016,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9315300,"pl"
"4964",2016,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7645600,"pl"
"4970",2016,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",4939500,"pt"
"4976",2016,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2498300,"pt"
"4982",2016,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2441200,"pt"
"4988",2016,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",8695700,"ro"
"4994",2016,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5006200,"ro"
"5000",2016,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",3689500,"ro"
"5006",2016,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",982100,"si"
"5012",2016,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",523700,"si"
"5018",2016,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",458400,"si"
"5024",2016,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2738000,"sk"
"5030",2016,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1499300,"sk"
"5036",2016,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1238700,"sk"
"5042",2016,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2615100,"fi"
"5048",2016,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1350400,"fi"
"5054",2016,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1264700,"fi"
"5060",2016,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",5100200,"se"
"5066",2016,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2658400,"se"
"5072",2016,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2441800,"se"
"5078",2016,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",185500,"is"
"5084",2016,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",97400,"is"
"5090",2016,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",88100,"is"
"5096",2016,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2673300,"no"
"5102",2016,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1405400,"no"
"5108",2016,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1267900,"no"
"5114",2016,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4660100,"ch"
"5120",2016,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2473200,"ch"
"5126",2016,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2186900,"ch"
"5132",2016,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",267400,"me"
"5138",2016,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",148100,"me"
"5144",2016,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",119400,"me"
"5150",2016,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",3067800,"rs"
"5156",2016,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",1704600,"rs"
"5162",2016,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",1363100,"rs"
"5168",2016,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",29761200,"tr"
"5174",2016,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",20332100,"tr"
"5180",2016,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",9429100,"tr"
"5186",2017,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4940300,"be"
"5192",2017,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2651700,"be"
"5198",2017,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2288600,"be"
"5204",2017,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3277500,"bg"
"5210",2017,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1751100,"bg"
"5216",2017,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1526400,"bg"
"5222",2017,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5248200,"cz"
"5228",2017,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2912200,"cz"
"5234",2017,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2336000,"cz"
"5240",2017,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2904700,"dk"
"5246",2017,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1517400,"dk"
"5252",2017,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1387300,"dk"
"5258",2017,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",665200,"ee"
"5264",2017,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",345700,"ee"
"5270",2017,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",319500,"ee"
"5276",2017,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2281900,"ie"
"5282",2017,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1226600,"ie"
"5288",2017,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1055300,"ie"
"5294",2017,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4700500,"gr"
"5300",2017,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2605100,"gr"
"5306",2017,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2095500,"gr"
"5312",2017,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",22558000,"es"
"5318",2017,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12063500,"es"
"5324",2017,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10494500,"es"
"5330",2017,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",29288200,"fr"
"5336",2017,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",15194300,"fr"
"5342",2017,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",14093900,"fr"
"5348",2017,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1807300,"hr"
"5354",2017,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",972600,"hr"
"5360",2017,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",834700,"hr"
"5366",2017,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",25339600,"it"
"5372",2017,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14467100,"it"
"5378",2017,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10872500,"it"
"5384",2017,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",416900,"cy"
"5390",2017,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",214500,"cy"
"5396",2017,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",202400,"cy"
"5402",2017,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",946200,"lv"
"5408",2017,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",475000,"lv"
"5414",2017,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",471200,"lv"
"5420",2017,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1408400,"lt"
"5426",2017,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",697100,"lt"
"5432",2017,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",711300,"lt"
"5438",2017,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",285700,"lu"
"5444",2017,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",153100,"lu"
"5450",2017,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",132600,"lu"
"5456",2017,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4564900,"hu"
"5462",2017,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2485400,"hu"
"5468",2017,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",2079500,"hu"
"5474",2017,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",226000,"mt"
"5480",2017,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",134700,"mt"
"5486",2017,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",91300,"mt"
"5492",2017,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8804700,"nl"
"5498",2017,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4659200,"nl"
"5504",2017,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4145500,"nl"
"5510",2017,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4432600,"at"
"5516",2017,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2349600,"at"
"5522",2017,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",2083000,"at"
"5528",2017,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",16919200,"pl"
"5534",2017,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9303700,"pl"
"5540",2017,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7615500,"pl"
"5546",2017,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",4972100,"pt"
"5552",2017,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2505900,"pt"
"5558",2017,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2466200,"pt"
"5564",2017,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",8811900,"ro"
"5570",2017,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5033800,"ro"
"5576",2017,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",3778200,"ro"
"5582",2017,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",1010900,"si"
"5588",2017,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",537700,"si"
"5594",2017,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",473200,"si"
"5600",2017,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2725500,"sk"
"5606",2017,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1488700,"sk"
"5612",2017,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1236800,"sk"
"5618",2017,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2635400,"fi"
"5624",2017,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1362300,"fi"
"5630",2017,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1273100,"fi"
"5636",2017,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",5190100,"se"
"5642",2017,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2708800,"se"
"5648",2017,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2481300,"se"
"5654",2017,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",188700,"is"
"5660",2017,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",99900,"is"
"5666",2017,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",88900,"is"
"5672",2017,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2663400,"no"
"5678",2017,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1399100,"no"
"5684",2017,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1264300,"no"
"5690",2017,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4687000,"ch"
"5696",2017,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2494200,"ch"
"5702",2017,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2192800,"ch"
"5708",2017,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",267700,"me"
"5714",2017,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",148700,"me"
"5720",2017,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",119100,"me"
"5726",2017,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",3080800,"rs"
"5732",2017,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",1700700,"rs"
"5738",2017,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",1380200,"rs"
"5744",2017,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",30796900,"tr"
"5750",2017,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",20867100,"tr"
"5756",2017,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",9929800,"tr"
